id,companyId,companyName,title,location,workplace,employmentType,department,team,url,applyUrl,postedAt,scrapedAt
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL1VTQS0tLVBlbm5zeWx2YW5pYS0tLVVwcGVyLVByb3ZpZGVuY2UvQXNzaXN0YW50LUdlbmVyYWwtQ291bnNlbC0tUGF0ZW50LUxpdGlnYXRpb24tXzQzMjI4MC0x,gsk,GSK,Assistant General Counsel (Patent Litigation),USA - Pennsylvania - Upper Providence,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/USA---Pennsylvania---Upper-Providence/Assistant-General-Counsel--Patent-Litigation-_432280-1,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/USA---Pennsylvania---Upper-Providence/Assistant-General-Counsel--Patent-Litigation-_432280-1,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0ZpZWxkLVdvcmtlci0tLUlORC1SeC9FSFMtTWFuYWdlci1FeHRlcm5hbC1TdXBwbHktLS1DU0NfNDMzNTAx,gsk,GSK,"Assistant Manager - EHS, External Supply & CSC",Field Worker - IND Rx,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Field-Worker---IND-Rx/EHS-Manager-External-Supply---CSC_433501,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Field-Worker---IND-Rx/EHS-Manager-External-Supply---CSC_433501,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0luZGlhLS0tTWFoYXJhc2h0cmEtLS1Xb3JsaS1NdW1iYWkvQXNzaXN0YW50LU1hbmFnZXItLS1FeHRlcm5hbC1TdXBwbHktUXVhbGl0eV80MzQzNzAtMQ,gsk,GSK,Assistant Manager - External Supply Quality,India - Maharashtra - Worli Mumbai,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/India---Maharashtra---Worli-Mumbai/Assistant-Manager---External-Supply-Quality_434370-1,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/India---Maharashtra---Worli-Mumbai/Assistant-Manager---External-Supply-Quality_434370-1,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0luZGlhLS0tTWFoYXJhc2h0cmEtLS1OYXNoaWstU2l0ZS9Bc3Npc3RhbnQtTWFuYWdlci1FbmdpbmVlcmluZy0tUHJvamVjdHMtLS1Db3N0LUNvbnRyb2xfNDM0MTMx,gsk,GSK,Assistant Manager Engineering -Projects & Cost Control,India - Maharashtra - Nashik Site,onsite,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/India---Maharashtra---Nashik-Site/Assistant-Manager-Engineering--Projects---Cost-Control_434131,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/India---Maharashtra---Nashik-Site/Assistant-Manager-Engineering--Projects---Cost-Control_434131,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0F1Y2tsYW5kLUN1c3RvbXMtU3RyZWV0LVdlc3QvQXNzb2NpYXRlLUJyYW5kLU1hbmFnZXItLS1HZW5lcmFsLU1lZGljaW5lc180MzM5MjI,gsk,GSK,Associate Brand Manager – General Medicines,Auckland Customs Street West,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Auckland-Customs-Street-West/Associate-Brand-Manager---General-Medicines_433922,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Auckland-Customs-Street-West/Associate-Brand-Manager---General-Medicines_433922,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0JlbmdhbHVydS1MdXhvci1Ob3J0aC1Ub3dlci9Bc3NvY2lhdGUtRGlyZWN0b3ItLS1Qcm9kdWN0LU1hbmFnZW1lbnQtQ01DLS0tT3V0c291cmNlZC1BcHBsaWNhdGlvbnNfNDMxMjMy,gsk,GSK,Associate Director - Product Management CMC - Outsourced Applications,Bengaluru Luxor North Tower,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Bengaluru-Luxor-North-Tower/Associate-Director---Product-Management-CMC---Outsourced-Applications_431232,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Bengaluru-Luxor-North-Tower/Associate-Director---Product-Management-CMC---Outsourced-Applications_431232,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0JlbmdhbHVydS1MdXhvci1Ob3J0aC1Ub3dlci9Bc3NvY2lhdGUtRGlyZWN0b3ItUHJvZHVjdC1NYW5hZ2VtZW50LS0tQUktQXNzaXN0ZWQtUmV2aWV3XzQzNDI4OQ,gsk,GSK,Associate Director Product Management – AI Assisted Review,Bengaluru Luxor North Tower,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Bengaluru-Luxor-North-Tower/Associate-Director-Product-Management---AI-Assisted-Review_434289,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Bengaluru-Luxor-North-Tower/Associate-Director-Product-Management---AI-Assisted-Review_434289,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0JlbmdhbHVydS1MdXhvci1Ob3J0aC1Ub3dlci9Bc3NvY2lhdGUtRGlyZWN0b3ItUHJvZHVjdC1Pd25lci1TdXBwbGllci1FeHBlcmllbmNlLWFuZC1UcmF2ZWwtLS1FeHBlbnNlc180MzQxNDU,gsk,GSK,Associate Director Product Owner Supplier Experience and Travel & Expenses,Bengaluru Luxor North Tower,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Bengaluru-Luxor-North-Tower/Associate-Director-Product-Owner-Supplier-Experience-and-Travel---Expenses_434145,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Bengaluru-Luxor-North-Tower/Associate-Director-Product-Owner-Supplier-Experience-and-Travel---Expenses_434145,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL1NpbmdhcG9yZS0tLUp1cm9uZy9Bc3NvY2lhdGUtRGlyZWN0b3ItLUFuYWx5dGljYWwtT3BlcmF0aW9ucy0tSnVyb25nLVBpbG90LVBsYW50XzQzNDgzMi0x,gsk,GSK,"Associate Director, Analytical Operations- Jurong Pilot Plant",Singapore - Jurong,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Singapore---Jurong/Associate-Director--Analytical-Operations--Jurong-Pilot-Plant_434832-1,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Singapore---Jurong/Associate-Director--Analytical-Operations--Jurong-Pilot-Plant_434832-1,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL1VLLS1Mb25kb24tLU5ldy1PeGZvcmQtU3RyZWV0L0Fzc29jaWF0ZS1EaXJlY3Rvci0tRGVjaXNpb24tU2NpZW5jZS1mb3ItQ2xpbmljYWwtT3BlcmF0aW9uc180MzQ3MjYtMQ,gsk,GSK,"Associate Director, Decision Science for Clinical Operations",UK – London – New Oxford Street,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/UK--London--New-Oxford-Street/Associate-Director--Decision-Science-for-Clinical-Operations_434726-1,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/UK--London--New-Oxford-Street/Associate-Director--Decision-Science-for-Clinical-Operations_434726-1,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL011bmljaC0tLU9mZmljZS9BdWRpZW5jZS1TZWdtZW50YXRpb24tU3BlY2lhbGlzdC0tbS1mLWQtXzQzNTM4Ny0x,gsk,GSK,Audience Segmentation Specialist (m/f/d),Munich - Office,onsite,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Munich---Office/Audience-Segmentation-Specialist--m-f-d-_435387-1,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Munich---Office/Audience-Segmentation-Specialist--m-f-d-_435387-1,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL1VTQS0tLU5vcnRoLUNhcm9saW5hLS0tWmVidWxvbi9BdXRvbWF0aW9uLUVuZ2luZWVyXzQzNDAwOS0x,gsk,GSK,Automation Engineer,USA - North Carolina - Zebulon,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/USA---North-Carolina---Zebulon/Automation-Engineer_434009-1,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/USA---North-Carolina---Zebulon/Automation-Engineer_434009-1,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL1VTQS0tLU5vcnRoLUNhcm9saW5hLS0tWmVidWxvbi9BdXRvbWF0aW9uLUVuZ2luZWVyaW5nLVRlY2huaWNpYW5fNDM1MTM0,gsk,GSK,Automation Engineering Technician,USA - North Carolina - Zebulon,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/USA---North-Carolina---Zebulon/Automation-Engineering-Technician_435134,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/USA---North-Carolina---Zebulon/Automation-Engineering-Technician_435134,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL1VTQS0tLU5vcnRoLUNhcm9saW5hLS0tWmVidWxvbi9BdXRvbWF0aW9uLUVuZ2luZWVyaW5nLVRlY2huaWNpYW5fNDMyODA5,gsk,GSK,Automation Engineering Technician,USA - North Carolina - Zebulon,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/USA---North-Carolina---Zebulon/Automation-Engineering-Technician_432809,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/USA---North-Carolina---Zebulon/Automation-Engineering-Technician_432809,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0dTSy1UcmVzLUNhbnRvcy1NYWRyaWQvQmVjYS1EZXNhcnJvbGxvLWRlLUNhcGFiaWxpdGllcy15LUZvcm1hY2luLUNpZW50ZmljYV80MzQyMjA,gsk,GSK,Beca Desarrollo de Capabilities y Formación Científica,"GSK Tres Cantos, Madrid",,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/GSK-Tres-Cantos-Madrid/Beca-Desarrollo-de-Capabilities-y-Formacin-Cientfica_434220,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/GSK-Tres-Cantos-Madrid/Beca-Desarrollo-de-Capabilities-y-Formacin-Cientfica_434220,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0dTSy1UcmVzLUNhbnRvcy1NYWRyaWQvQmVjYS1EaWdpdGFsLWFuZC1UZWNoXzQzNTAzMQ,gsk,GSK,Beca Digital and Tech,"GSK Tres Cantos, Madrid",,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/GSK-Tres-Cantos-Madrid/Beca-Digital-and-Tech_435031,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/GSK-Tres-Cantos-Madrid/Beca-Digital-and-Tech_435031,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0dTSy1UcmVzLUNhbnRvcy1NYWRyaWQvQmVjYS1NYXJrZXRpbmctVmFjdW5hc180MzQ0MTQ,gsk,GSK,Beca Marketing Vacunas,"GSK Tres Cantos, Madrid",,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/GSK-Tres-Cantos-Madrid/Beca-Marketing-Vacunas_434414,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/GSK-Tres-Cantos-Madrid/Beca-Marketing-Vacunas_434414,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL1VTQS0tLU1hcnlsYW5kLS0tUm9ja3ZpbGxlL0Jpb3BoYXJtYWNldXRpY2FsLUFzc29jaWF0ZV80MzQ3NTA,gsk,GSK,Biopharmaceutical Associate,USA - Maryland - Rockville,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/USA---Maryland---Rockville/Biopharmaceutical-Associate_434750,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/USA---Maryland---Rockville/Biopharmaceutical-Associate_434750,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL1VTQS0tLVBlbm5zeWx2YW5pYS0tLUtpbmctb2YtUHJ1c3NpYS9CaW9waGFybWFjZXV0aWNhbC1NYW51ZmFjdHVyaW5nLUFzc29jaWF0ZS1JSV80MzUwOTE,gsk,GSK,Biopharmaceutical Manufacturing Associate II,USA - Pennsylvania - King of Prussia,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/USA---Pennsylvania---King-of-Prussia/Biopharmaceutical-Manufacturing-Associate-II_435091,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/USA---Pennsylvania---King-of-Prussia/Biopharmaceutical-Manufacturing-Associate-II_435091,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL1NpbmdhcG9yZS0tLVR1YXMvQmlvdGVjaG5vbG9naXN0LS0tU2VuaW9yLUJpb3RlY2hub2xvZ2lzdF80MzE3MDgtMQ,gsk,GSK,Biotechnologist / Senior Biotechnologist (1-Year Contract),Singapore - Tuas,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Singapore---Tuas/Biotechnologist---Senior-Biotechnologist_431708-1,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Singapore---Tuas/Biotechnologist---Senior-Biotechnologist_431708-1,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0F1Y2tsYW5kLUN1c3RvbXMtU3RyZWV0LVdlc3QvQnJhbmQtTWFuYWdlci0tLVNwZWNpYWx0eS0tT25jb2xvZ3ktXzQzNDAxNg,gsk,GSK,Brand Manager – Specialty (Oncology),Auckland Customs Street West,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Auckland-Customs-Street-West/Brand-Manager---Specialty--Oncology-_434016,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Auckland-Customs-Street-West/Brand-Manager---Specialty--Oncology-_434016,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0JlbGdpdW0tV2F2cmUvQnJhbmQtTWFuYWdlcl80MzI0NDEtMQ,gsk,GSK,Brand Manager Hematology,Belgium-Wavre,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Belgium-Wavre/Brand-Manager_432441-1,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Belgium-Wavre/Brand-Manager_432441-1,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0hvbWUtV29ya2VyLS0tVVNBL0J1ZGdldC1hbmQtQ29udHJhY3RzLU1hbmFnZXJfNDMwNDg0,gsk,GSK,Budget and Contracts Manager,Home Worker - USA,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Home-Worker---USA/Budget-and-Contracts-Manager_430484,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Home-Worker---USA/Budget-and-Contracts-Manager_430484,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0ZpZWxkLVdvcmtlci0tLURFVS1NdW5pY2gvQnVzaW5lc3MtQXJlYS1NYW5hZ2VyLU5vcmQtLW0tdy1kLV80MzM3ODktMw,gsk,GSK,Business Area Manager Nord (m/w/d),Field Worker - DEU (Munich),,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Field-Worker---DEU-Munich/Business-Area-Manager-Nord--m-w-d-_433789-3,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Field-Worker---DEU-Munich/Business-Area-Manager-Nord--m-w-d-_433789-3,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0ZpZWxkLVdvcmtlci0tLUlORC1SeC9CdXNpbmVzcy1FeGVjdXRpdmUtLS1HdXdhaGF0aV80MzQ4NDk,gsk,GSK,Business Executive - Guwahati,Field Worker - IND Rx,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Field-Worker---IND-Rx/Business-Executive---Guwahati_434849,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Field-Worker---IND-Rx/Business-Executive---Guwahati_434849,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0ZpZWxkLVdvcmtlci0tLUlORC1SeC9CdXNpbmVzcy1FeGVjdXRpdmUtLS1NdW1iYWlfNDM0OTcy,gsk,GSK,Business Executive - Mumbai,Field Worker - IND Rx,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Field-Worker---IND-Rx/Business-Executive---Mumbai_434972,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Field-Worker---IND-Rx/Business-Executive---Mumbai_434972,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0JvZ290YS1Ub3JyZS1DdXNlemFyL0J1c2luZXNzLUludGVsbGlnZW5jZS0tLURhdGEtQW5hbHlzdF80MzQ3NTM,gsk,GSK,Business Intelligence & Data Analyst,Bogota Torre Cusezar,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Bogota-Torre-Cusezar/Business-Intelligence---Data-Analyst_434753,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Bogota-Torre-Cusezar/Business-Intelligence---Data-Analyst_434753,,2026-02-08T12:54:51.393Z
workday:aHR0cHM6Ly9nc2sud2Q1Lm15d29ya2RheWpvYnMuY29tL0dTS0NhcmVlcnMvam9iL0JvZ290YS1Ub3JyZS1DdXNlemFyL0J1c2luZXNzLUludGVsbGlnZW5jZS0tLUluc2lnaHRzLUxlYWRfNDM0NzUx,gsk,GSK,Business Intelligence & Insights Lead,Bogota Torre Cusezar,,,,,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Bogota-Torre-Cusezar/Business-Intelligence---Insights-Lead_434751,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/Bogota-Torre-Cusezar/Business-Intelligence---Insights-Lead_434751,,2026-02-08T12:54:51.393Z
